country,region,habitatcode,habitatname,priority,presence,group
ES,ALP,91D0,Bog woodland,Y,SCR,Forests
ES,ALP,9430,Subalpine and montane Pinus uncinata forests (* if on gypsum or limestone),N,PRE,Forests
ES,ALP,9160,Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli,N,PRE,Forests
ES,ALP,9530,(Sub-) Mediterranean pine forests with endemic black pines,Y,PRE,Forests
ES,ALP,9130,Asperulo-Fagetum beech forests,N,PRE,Forests
ES,ALP,9120,Atlantic acidophilous beech forests with Ilex and sometimes also Taxus in the shrublayer (Quercion robori-petraeae or Ilici-Fagenion),N,PRE,Forests
ES,ALP,8340,Permanent glaciers,N,PRE,Rocky habitats
ES,ALP,8310,Caves not open to the public,N,PRE,Rocky habitats
ES,ALP,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,PRE,Rocky habitats
ES,ALP,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
ES,ATL,2230,Malcolmietalia dune grasslands,N,PRE,Dune habitats
ES,ATL,7130,Blanket bogs (* if active bog),N,PRE,"Bogs, mires and fens"
ES,ATL,1310,Salicornia and other annuals colonizing mud and sand,N,PRE,Coastal habitats
ES,ATL,2190,Humid dune slacks,N,PRE,Dune habitats
ES,ATL,2150,Atlantic decalcified fixed dunes (Calluno-Ulicetea),Y,SCR,Dune habitats
ES,ATL,2130,Fixed coastal dunes with herbaceous vegetation ("grey dunes"),Y,PRE,Dune habitats
ES,ATL,2120,Shifting dunes along the shoreline with Ammophila arenaria ("white dunes"),N,PRE,Dune habitats
ES,ATL,2110,Embryonic shifting dunes,N,PRE,Dune habitats
ES,ATL,1420,Mediterranean and thermo-Atlantic halophilous scrubs (Sarcocornetea fruticosi),N,PRE,Coastal habitats
ES,ALP,9340,Quercus ilex and Quercus rotundifolia forests,N,PRE,Forests
ES,ATL,1320,Spartina swards (Spartinion maritimae),N,PRE,Coastal habitats
ES,ALP,8120,Calcareous and calcshist screes of the montane to alpine levels (Thlaspietea rotundifolii),N,SCR,Rocky habitats
ES,ATL,1230,Vegetated sea cliffs of the Atlantic and Baltic Coasts,N,PRE,Coastal habitats
ES,ATL,1220,Perennial vegetation of stony banks,N,SCR,Coastal habitats
ES,ATL,1210,Annual vegetation of drift lines,N,PRE,Coastal habitats
ES,ATL,1150,Coastal lagoons,Y,PRE,Coastal habitats
ES,ALP,9580,Mediterranean Taxus baccata woods,Y,PRE,Forests
ES,ALP,9560,Endemic forests with Juniperus spp.,Y,PRE,Forests
ES,ATL,1330,Atlantic salt meadows (Glauco-Puccinellietalia maritimae),N,PRE,Coastal habitats
ES,ALP,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
ES,ALP,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
ES,ALP,5120,Mountain Cytisus purgans formations,N,PRE,Sclerophyllous scrub
ES,ALP,5110,Stable xerothermophilous formations with Buxus sempervirens on rock slopes (Berberidion p.p.),N,PRE,Sclerophyllous scrub
ES,ALP,4090,Endemic oro-Mediterranean heaths with gorse,N,PRE,Heath and scrub
ES,ALP,4060,Alpine and Boreal heaths,N,PRE,Heath and scrub
ES,ALP,4030,European dry heaths,N,PRE,Heath and scrub
ES,ALP,5210,Arborescent matorral with Juniperus spp.,N,PRE,Sclerophyllous scrub
ES,ALP,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,MAR,Freshwater habitats
ES,ALP,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,PRE,Grasslands
ES,ALP,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,N,PRE,Freshwater habitats
ES,ALP,3230,Alpine rivers and their ligneous vegetation with Myricaria germanica,N,PRE,Freshwater habitats
ES,ALP,3160,Natural dystrophic lakes and ponds,N,PRE,Freshwater habitats
ES,ALP,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
ES,ALP,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
ES,ALP,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),N,PRE,Freshwater habitats
ES,ALP,1520,Iberian gypsum vegetation (Gypsophiletalia),Y,MAR,Coastal habitats
ES,ALP,4020,Temperate Atlantic wet heaths with Erica ciliaris and Erica tetralix,Y,PRE,Heath and scrub
ES,ALP,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
ES,ALP,8110,Siliceous scree of the montane to snow levels (Androsacetalia alpinae and Galeopsietalia ladani),N,SCR,Rocky habitats
ES,ALP,7240,Alpine pioneer formations of Caricion bicoloris-atrofuscae,Y,PRE,"Bogs, mires and fens"
ES,ALP,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
ES,ALP,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
ES,ALP,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
ES,ALP,7110,Active raised bogs,Y,SCR,"Bogs, mires and fens"
ES,ALP,5130,Juniperus communis formations on heaths or calcareous grasslands,N,PRE,Sclerophyllous scrub
ES,ALP,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
ES,ALP,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
ES,ALP,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,N,PRE,Grasslands
ES,ALP,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
ES,ALP,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Y,PRE,Grasslands
ES,ALP,6220,Pseudo-steppe with grasses and annuals of the Thero-Brachypodietea,Y,PRE,Grasslands
ES,ALP,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
ES,ALP,6170,Alpine and subalpine calcareous grasslands,N,PRE,Grasslands
ES,ALP,6140,Siliceous Pyrenean Festuca eskia grasslands,N,PRE,Grasslands
ES,ALP,6520,Mountain hay meadows,N,PRE,Grasslands
ES,ATL,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
ES,ATL,9150,Medio-European limestone beech forests of the Cephalanthero-Fagion,N,PRE,Forests
ES,ATL,9120,Atlantic acidophilous beech forests with Ilex and sometimes also Taxus in the shrublayer (Quercion robori-petraeae or Ilici-Fagenion),N,PRE,Forests
ES,ATL,8310,Caves not open to the public,N,PRE,Rocky habitats
ES,ATL,8240,Limestone pavements,Y,SCR,Rocky habitats
ES,ATL,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,PRE,Rocky habitats
ES,ATL,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
ES,ATL,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
ES,ATL,8130,Western Mediterranean and thermophilous scree,N,PRE,Rocky habitats
ES,ATL,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
ES,ATL,7210,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,Y,PRE,"Bogs, mires and fens"
ES,ATL,7150,Depressions on peat substrates of the Rhynchosporion,N,PRE,"Bogs, mires and fens"
ES,ATL,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
ES,ATL,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
ES,ATL,92A0,Salix alba and Populus alba galleries,N,PRE,Forests
ES,MAC,1250,Vegetated sea cliffs with endemic flora of the Macaronesian coasts,N,PRE,Coastal habitats
ES,MAC,1210,Annual vegetation of drift lines,N,PRE,Coastal habitats
ES,MAC,1150,Coastal lagoons,Y,PRE,Coastal habitats
ES,ATL,9580,Mediterranean Taxus baccata woods,Y,PRE,Forests
ES,ATL,9560,Endemic forests with Juniperus spp.,Y,PRE,Forests
ES,ATL,9380,Forests of Ilex aquifolium,N,PRE,Forests
ES,ATL,9160,Sub-Atlantic and medio-European oak or oak-hornbeam forests of the Carpinion betuli,N,PRE,Forests
ES,ATL,9330,Quercus suber forests,N,PRE,Forests
ES,ATL,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
ES,ALP,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
ES,ATL,9240,Quercus faginea and Quercus canariensis Iberian woods,N,PRE,Forests
ES,ATL,2260,Cisto-Lavenduletalia dune sclerophyllous scrubs,N,PRE,Dune habitats
ES,ATL,91F0,"Riparian mixed forests of Quercus robur, Ulmus laevis and Ulmus minor, Fraxinus excelsior or Fraxinus angustifolia, along the great rivers (Ulmenion minoris)",N,SCR,Forests
ES,ATL,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
ES,ATL,91D0,Bog woodland,Y,SCR,Forests
ES,ATL,9230,Galicio-Portuguese oak woods with Quercus robur and Quercus pyrenaica,N,PRE,Forests
ES,ATL,9340,Quercus ilex and Quercus rotundifolia forests,N,PRE,Forests
ES,ATL,3170,Mediterranean temporary ponds,Y,PRE,Freshwater habitats
ES,ATL,4030,European dry heaths,N,PRE,Heath and scrub
ES,ATL,4020,Temperate Atlantic wet heaths with Erica ciliaris and Erica tetralix,Y,PRE,Heath and scrub
ES,ATL,3270,Rivers with muddy banks with Chenopodion rubri p.p. and Bidention p.p. vegetation,N,PRE,Freshwater habitats
ES,ATL,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
ES,ATL,4040,Dry Atlantic coastal heaths with Erica vagans,Y,PRE,Heath and scrub
ES,ATL,3220,Alpine rivers and the herbaceous vegetation along their banks,N,PRE,Freshwater habitats
ES,ATL,3160,Natural dystrophic lakes and ponds,N,PRE,Freshwater habitats
ES,ATL,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
ES,ATL,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
ES,ATL,3120,"Oligotrophic waters containing very few minerals generally on sandy soils of the West Mediterranean, with Isoetes spp.",N,SCR,Freshwater habitats
ES,ATL,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),N,PRE,Freshwater habitats
ES,ATL,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
ES,ATL,9260,Castanea sativa woods,N,PRE,Forests
ES,ATL,3240,Alpine rivers and their ligneous vegetation with Salix elaeagnos,N,PRE,Freshwater habitats
ES,ATL,6220,Pseudo-steppe with grasses and annuals of the Thero-Brachypodietea,Y,PRE,Grasslands
ES,ATL,6420,Mediterranean tall humid grasslands of the Molinio-Holoschoenion,N,PRE,Grasslands
ES,ATL,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
ES,ATL,4060,Alpine and Boreal heaths,N,PRE,Heath and scrub
ES,ATL,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
ES,ATL,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Y,PRE,Grasslands
ES,ATL,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
ES,ATL,6170,Alpine and subalpine calcareous grasslands,N,PRE,Grasslands
ES,ATL,6160,Oro-Iberian Festuca indigesta grasslands,N,PRE,Grasslands
ES,ATL,5120,Mountain Cytisus purgans formations,N,PRE,Sclerophyllous scrub
ES,ATL,6110,Rupicolous calcareous or basophilic grasslands of the Alysso-Sedion albi,Y,SCR,Grasslands
ES,ATL,5230,Arborescent matorral with Laurus nobilis,Y,PRE,Sclerophyllous scrub
ES,ATL,4090,Endemic oro-Mediterranean heaths with gorse,N,PRE,Heath and scrub
ES,ATL,5210,Arborescent matorral with Juniperus spp.,N,PRE,Sclerophyllous scrub
ES,ATL,6140,Siliceous Pyrenean Festuca eskia grasslands,N,SCR,Grasslands
ES,ATL,5110,Stable xerothermophilous formations with Buxus sempervirens on rock slopes (Berberidion p.p.),N,PRE,Sclerophyllous scrub
FI,MBAL,1170,Reefs,N,PRE,Coastal habitats
FI,BOR,6410,"Molinia meadows on calcareous, peaty or clayey-silt-laden soils (Molinion caeruleae)",N,PRE,Grasslands
FI,BOR,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
FI,BOR,6450,Northern boreal alluvial meadows,N,PRE,Grasslands
FI,BOR,6510,"Lowland hay meadows (Alopecurus pratensis, Sanguisorba officinalis)",N,PRE,Grasslands
FI,BOR,7120,Degraded raised bogs still capable of natural regeneration,N,PRE,"Bogs, mires and fens"
FI,BOR,6530,Fennoscandian wooded meadows,Y,PRE,Grasslands
FI,BOR,7110,Active raised bogs,Y,PRE,"Bogs, mires and fens"
FI,BOR,6280,Nordic alvar and precambrian calcareous flatrocks,Y,PRE,Grasslands
FI,BOR,4030,European dry heaths,N,PRE,Heath and scrub
FI,BOR,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
FI,MBAL,1650,Boreal Baltic narrow inlets,N,PRE,Coastal habitats
FI,BOR,6270,Fennoscandian lowland species-rich dry to mesic grasslands,Y,PRE,Grasslands
FI,BOR,6230,"Species-rich Nardus grasslands, on siliceous substrates in mountain areas (and submountain areas, in Continental Europe)",Y,PRE,Grasslands
FI,BOR,6210,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia) (* important orchid sites),N,PRE,Grasslands
FI,BOR,6150,Siliceous alpine and boreal grasslands,N,PRE,Grasslands
FI,BOR,3160,Natural dystrophic lakes and ponds,N,PRE,Freshwater habitats
FI,BOR,4060,Alpine and Boreal heaths,N,PRE,Heath and scrub
FI,BOR,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
FI,BOR,3220,Alpine rivers and the herbaceous vegetation along their banks,N,PRE,Freshwater habitats
FI,BOR,3210,Fennoscandian natural rivers,N,PRE,Freshwater habitats
FI,BOR,7160,Fennoscandian mineral-rich springs and springfens,N,PRE,"Bogs, mires and fens"
FI,BOR,9190,Old acidophilous oak woods with Quercus robur on sandy plains,N,PRE,Forests
FI,BOR,4080,Sub-Arctic Salix spp. scrub,N,PRE,Heath and scrub
FI,BOR,9030,Natural forests of primary succession stages of landupheaval coast,Y,PRE,Forests
FI,BOR,1230,Vegetated sea cliffs of the Atlantic and Baltic Coasts,N,PRE,Coastal habitats
FI,BOR,3150,Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation,N,PRE,Freshwater habitats
FI,MBAL,1160,Large shallow inlets and bays,N,PRE,Coastal habitats
FI,MBAL,1130,Estuaries,N,PRE,Coastal habitats
FI,MBAL,1110,Sandbanks which are slightly covered by sea water all the time,N,PRE,Coastal habitats
FI,BOR,91E0,"Alluvial forests with Alnus glutinosa and Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)",Y,PRE,Forests
FI,BOR,91D0,Bog woodland,Y,PRE,Forests
FI,BOR,9180,"Tilio-Acerion forests of slopes, screes and ravines",Y,PRE,Forests
FI,BOR,9070,Fennoscandian wooded pastures,N,PRE,Forests
FI,BOR,9060,"Coniferous forests on, or connected to, glaciofluvial eskers",N,PRE,Forests
FI,BOR,9080,Fennoscandian deciduous swamp woods,Y,PRE,Forests
FI,BOR,9040,Nordic subalpine/subarctic forests with Betula pubescens ssp. czerepanovii,N,PRE,Forests
FI,BOR,7210,Calcareous fens with Cladium mariscus and species of the Caricion davallianae,Y,PRE,"Bogs, mires and fens"
FI,BOR,9020,"Fennoscandian hemiboreal natural old broad-leaved deciduous forests (Quercus, Tilia, Acer, Fraxinus or Ulmus) rich in epiphytes",Y,PRE,Forests
FI,BOR,9010,Western Taïga,Y,PRE,Forests
FI,BOR,8230,Siliceous rock with pioneer vegetation of the Sedo-Scleranthion or of the Sedo albi-Veronicion dillenii,N,PRE,Rocky habitats
FI,BOR,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
FI,BOR,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
FI,BOR,8110,Siliceous scree of the montane to snow levels (Androsacetalia alpinae and Galeopsietalia ladani),N,PRE,Rocky habitats
FI,BOR,7320,Palsa mires,Y,PRE,"Bogs, mires and fens"
FI,BOR,7310,Aapa mires,Y,PRE,"Bogs, mires and fens"
FI,BOR,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
FI,BOR,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
FI,BOR,9050,Fennoscandian herb-rich forests with Picea abies,N,PRE,Forests
FI,ALP,6270,Fennoscandian lowland species-rich dry to mesic grasslands,Y,MAR,Grasslands
FI,ALP,8110,Siliceous scree of the montane to snow levels (Androsacetalia alpinae and Galeopsietalia ladani),N,PRE,Rocky habitats
FI,ALP,7320,Palsa mires,Y,PRE,"Bogs, mires and fens"
FI,ALP,7310,Aapa mires,Y,PRE,"Bogs, mires and fens"
FI,ALP,7240,Alpine pioneer formations of Caricion bicoloris-atrofuscae,Y,PRE,"Bogs, mires and fens"
FI,ALP,7230,Alkaline fens,N,PRE,"Bogs, mires and fens"
FI,ALP,7220,Petrifying springs with tufa formation (Cratoneurion),Y,PRE,"Bogs, mires and fens"
FI,ALP,7160,Fennoscandian mineral-rich springs and springfens,N,PRE,"Bogs, mires and fens"
FI,ALP,7140,Transition mires and quaking bogs,N,PRE,"Bogs, mires and fens"
FI,ALP,7110,Active raised bogs,Y,MAR,"Bogs, mires and fens"
FI,ALP,8210,Calcareous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
FI,ALP,6430,Hydrophilous tall herb fringe communities of plains and of the montane to alpine levels,N,PRE,Grasslands
FI,ALP,3230,Alpine rivers and their ligneous vegetation with Myricaria germanica,N,PRE,Freshwater habitats
FI,ALP,6150,Siliceous alpine and boreal grasslands,N,PRE,Grasslands
FI,ALP,4080,Sub-Arctic Salix spp. scrub,N,PRE,Heath and scrub
FI,ALP,4060,Alpine and Boreal heaths,N,PRE,Heath and scrub
FI,ALP,4030,European dry heaths,N,MAR,Heath and scrub
FI,ALP,3260,Water courses of plain to montane levels with the Ranunculion fluitantis and Callitricho-Batrachion vegetation,N,PRE,Freshwater habitats
FI,ALP,3220,Alpine rivers and the herbaceous vegetation along their banks,N,PRE,Freshwater habitats
FI,ALP,3160,Natural dystrophic lakes and ponds,N,PRE,Freshwater habitats
FI,ALP,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),N,PRE,Freshwater habitats
FI,BOR,3140,Hard oligo-mesotrophic waters with benthic vegetation of Chara spp.,N,PRE,Freshwater habitats
FI,BOR,1620,Boreal Baltic islets and small islands,N,PRE,Coastal habitats
FI,ALP,6450,Northern boreal alluvial meadows,N,MAR,Grasslands
FI,BOR,2190,Humid dune slacks,N,PRE,Dune habitats
FI,ALP,3210,Fennoscandian natural rivers,N,PRE,Freshwater habitats
FI,ALP,8220,Siliceous rocky slopes with chasmophytic vegetation,N,PRE,Rocky habitats
FI,BOR,3130,Oligotrophic to mesotrophic standing waters with vegetation of the Littorelletea uniflorae and/or of the Isoëto-Nanojuncetea,N,PRE,Freshwater habitats
FI,BOR,3110,Oligotrophic waters containing very few minerals of sandy plains (Littorelletalia uniflorae),N,PRE,Freshwater habitats
FI,BOR,2320,Dry sand heaths with Calluna and Empetrum nigrum,N,PRE,Dune habitats
